nombre_entidad;anio;grupo_edad;hombres;mujeres
BOLÍVAR;2033;65-69;42701.0;47631.0
BOLÍVAR;2033;70-74;33548.0;38803.0
BOLÍVAR;2033;75-79;22737.0;27615.0
BOLÍVAR;2033;80-84;13863.0;17590.0
BOLÍVAR;2033;85-89;6702.0;9041.0
BOLÍVAR;2033;90-94;2588.0;3807.0
BOLÍVAR;2033;95-99;668.0;1132.0
BOLÍVAR;2033;100+;81.0;148.0
BOLÍVAR;2034;0-4;79053.0;75496.0
BOLÍVAR;2034;5-9;86295.0;81955.0
BOLÍVAR;2034;10-14;93560.0;88462.0
BOLÍVAR;2034;15-19;96651.0;91720.0
BOLÍVAR;2034;20-24;94477.0;90127.0
BOLÍVAR;2034;25-29;92444.0;88736.0
BOLÍVAR;2034;30-34;88130.0;87008.0
BOLÍVAR;2034;35-39;79904.0;82192.0
BOLÍVAR;2034;40-44;75847.0;77965.0
BOLÍVAR;2034;45-49;67068.0;69997.0
BOLÍVAR;2034;50-54;61536.0;65380.0
BOLÍVAR;2034;55-59;53483.0;56563.0
BOLÍVAR;2034;60-64;47372.0;50825.0
BOLÍVAR;2034;65-69;43086.0;47922.0
BOLÍVAR;2034;70-74;34721.0;40208.0
BOLÍVAR;2034;75-79;23710.0;28738.0
BOLÍVAR;2034;80-84;14376.0;18313.0
BOLÍVAR;2034;85-89;7046.0;9561.0
BOLÍVAR;2034;90-94;2643.0;3870.0
BOLÍVAR;2034;95-99;712.0;1165.0
BOLÍVAR;2034;100+;85.0;150.0
BOLÍVAR;2035;0-4;77353.0;73884.0
BOLÍVAR;2035;5-9;84449.0;80223.0
BOLÍVAR;2035;10-14;91736.0;86729.0
BOLÍVAR;2035;15-19;95965.0;90979.0
BOLÍVAR;2035;20-24;93808.0;89743.0
BOLÍVAR;2035;25-29;92054.0;88179.0
BOLÍVAR;2035;30-34;88648.0;86891.0
BOLÍVAR;2035;35-39;80672.0;82691.0
BOLÍVAR;2035;40-44;76792.0;78919.0
BOLÍVAR;2035;45-49;68223.0;70749.0
BOLÍVAR;2035;50-54;62083.0;65908.0
BOLÍVAR;2035;55-59;54780.0;58082.0
BOLÍVAR;2035;60-64;47481.0;50934.0
BOLÍVAR;2035;65-69;43381.0;48124.0
BOLÍVAR;2035;70-74;35842.0;41432.0
BOLÍVAR;2035;75-79;24731.0;29914.0
BOLÍVAR;2035;80-84;14963.0;19060.0
BOLÍVAR;2035;85-89;7422.0;10110.0
BOLÍVAR;2035;90-94;2751.0;3995.0
BOLÍVAR;2035;95-99;725.0;1214.0
BOLÍVAR;2035;100+;88.0;159.0
BOLÍVAR;2036;0-4;75729.0;72321.0
BOLÍVAR;2036;5-9;82663.0;78514.0
BOLÍVAR;2036;10-14;90001.0;85069.0
BOLÍVAR;2036;15-19;94938.0;89921.0
BOLÍVAR;2036;20-24;93180.0;89416.0
BOLÍVAR;2036;25-29;91570.0;87582.0
BOLÍVAR;2036;30-34;88823.0;86623.0
BOLÍVAR;2036;35-39;81921.0;83419.0
BOLÍVAR;2036;40-44;77278.0;79463.0
BOLÍVAR;2036;45-49;69591.0;71740.0
BOLÍVAR;2036;50-54;62663.0;66311.0
BOLÍVAR;2036;55-59;55983.0;59537.0
BOLÍVAR;2036;60-64;47839.0;51358.0
BOLÍVAR;2036;65-69;43586.0;48163.0
BOLÍVAR;2036;70-74;36731.0;42443.0
BOLÍVAR;2036;75-79;25776.0;31178.0
BOLÍVAR;2036;80-84;15543.0;19867.0
BOLÍVAR;2036;85-89;7820.0;10644.0
BOLÍVAR;2036;90-94;2855.0;4154.0
BOLÍVAR;2036;95-99;778.0;1256.0
BOLÍVAR;2036;100+;90.0;163.0
BOLÍVAR;2037;0-4;74143.0;70817.0
BOLÍVAR;2037;5-9;80909.0;76844.0
BOLÍVAR;2037;10-14;88281.0;83442.0
BOLÍVAR;2037;15-19;93643.0;88688.0
BOLÍVAR;2037;20-24;92765.0;88971.0
BOLÍVAR;2037;25-29;90915.0;87073.0
BOLÍVAR;2037;30-34;88894.0;86318.0
BOLÍVAR;2037;35-39;83355.0;84138.0
BOLÍVAR;2037;40-44;77493.0;79698.0
BOLÍVAR;2037;45-49;71032.0;73025.0
BOLÍVAR;2037;50-54;63269.0;66656.0
BOLÍVAR;2037;55-59;57011.0;60800.0
BOLÍVAR;2037;60-64;48614.0;52141.0
BOLÍVAR;2037;65-69;43644.0;48158.0
BOLÍVAR;2037;70-74;37407.0;43193.0
BOLÍVAR;2037;75-79;26900.0;32431.0
BOLÍVAR;2037;80-84;16246.0;20768.0
BOLÍVAR;2037;85-89;8218.0;11154.0
BOLÍVAR;2037;90-94;3000.0;4368.0
BOLÍVAR;2037;95-99;804.0;1276.0
BOLÍVAR;2037;100+;97.0;171.0
BOLÍVAR;2038;0-4;72623.0;69356.0
BOLÍVAR;2038;5-9;79203.0;75233.0
BOLÍVAR;2038;10-14;86565.0;81808.0
BOLÍVAR;2038;15-19;92164.0;87317.0
BOLÍVAR;2038;20-24;92422.0;88468.0
BOLÍVAR;2038;25-29;90300.0;86631.0
BOLÍVAR;2038;30-34;88801.0;86040.0
BOLÍVAR;2038;35-39;84546.0;84545.0
BOLÍVAR;2038;40-44;77710.0;79965.0
BOLÍVAR;2038;45-49;72581.0;74402.0
BOLÍVAR;2038;50-54;63841.0;66943.0
BOLÍVAR;2038;55-59;57990.0;61936.0
BOLÍVAR;2038;60-64;49554.0;53141.0
BOLÍVAR;2038;65-69;43762.0;48158.0
BOLÍVAR;2038;70-74;37879.0;43761.0
BOLÍVAR;2038;75-79;28001.0;33731.0
BOLÍVAR;2038;80-84;16991.0;21675.0
BOLÍVAR;2038;85-89;8571.0;11670.0
BOLÍVAR;2038;90-94;3168.0;4632.0
BOLÍVAR;2038;95-99;833.0;1302.0
BOLÍVAR;2038;100+;105.0;177.0
BOLÍVAR;2039;0-4;71168.0;67969.0
BOLÍVAR;2039;5-9;77549.0;73658.0
BOLÍVAR;2039;10-14;84811.0;80152.0
BOLÍVAR;2039;15-19;90595.0;85824.0
BOLÍVAR;2039;20-24;92012.0;87935.0
BOLÍVAR;2039;25-29;89730.0;86320.0
BOLÍVAR;2039;30-34;88652.0;85676.0
BOLÍVAR;2039;35-39;85467.0;84669.0
BOLÍVAR;2039;40-44;78145.0;80325.0
BOLÍVAR;2039;45-49;73930.0;75735.0
BOLÍVAR;2039;50-54;64666.0;67403.0
BOLÍVAR;2039;55-59;58749.0;62835.0
BOLÍVAR;2039;60-64;50689.0;54417.0
BOLÍVAR;2039;65-69;43862.0;48225.0
BOLÍVAR;2039;70-74;38321.0;44074.0
BOLÍVAR;2039;75-79;29070.0;35026.0
BOLÍVAR;2039;80-84;17781.0;22607.0
BOLÍVAR;2039;85-89;8940.0;12203.0
BOLÍVAR;2039;90-94;3352.0;4915.0
BOLÍVAR;2039;95-99;862.0;1348.0
BOLÍVAR;2039;100+;110.0;185.0
BOLÍVAR;2040;0-4;69768.0;66626.0
BOLÍVAR;2040;5-9;75954.0;72139.0
BOLÍVAR;2040;10-14;83092.0;78514.0
BOLÍVAR;2040;15-19;88924.0;84222.0
BOLÍVAR;2040;20-24;91483.0;87326.0
BOLÍVAR;2040;25-29;89232.0;86073.0
BOLÍVAR;2040;30-34;88405.0;85258.0
BOLÍVAR;2040;35-39;86059.0;84637.0
BOLÍVAR;2040;40-44;78967.0;80870.0
BOLÍVAR;2040;45-49;74921.0;76708.0
BOLÍVAR;2040;50-54;65812.0;68178.0
BOLÍVAR;2040;55-59;59326.0;63379.0
BOLÍVAR;2040;60-64;51969.0;55919.0
BOLÍVAR;2040;65-69;44013.0;48379.0
BOLÍVAR;2040;70-74;38629.0;44308.0
BOLÍVAR;2040;75-79;30059.0;36133.0
BOLÍVAR;2040;80-84;18593.0;23615.0
BOLÍVAR;2040;85-89;9342.0;12733.0
BOLÍVAR;2040;90-94;3549.0;5204.0
BOLÍVAR;2040;95-99;898.0;1392.0
BOLÍVAR;2040;100+;111.0;191.0
BOLÍVAR;2041;0-4;68398.0;65328.0
BOLÍVAR;2041;5-9;74415.0;70669.0
BOLÍVAR;2041;10-14;81398.0;76921.0
BOLÍVAR;2041;15-19;87343.0;82706.0
BOLÍVAR;2041;20-24;90653.0;86431.0
BOLÍVAR;2041;25-29;88786.0;85859.0
BOLÍVAR;2041;30-34;88074.0;84771.0
BOLÍVAR;2041;35-39;86346.0;84463.0
BOLÍVAR;2041;40-44;80267.0;81642.0
BOLÍVAR;2041;45-49;75451.0;77306.0
BOLÍVAR;2041;50-54;67166.0;69165.0
BOLÍVAR;2041;55-59;59918.0;63818.0
BOLÍVAR;2041;60-64;53163.0;57370.0
BOLÍVAR;2041;65-69;44427.0;48839.0
BOLÍVAR;2041;70-74;38867.0;44416.0
BOLÍVAR;2041;75-79;30853.0;37083.0
BOLÍVAR;2041;80-84;19458.0;24668.0
BOLÍVAR;2041;85-89;9756.0;13313.0
BOLÍVAR;2041;90-94;3763.0;5506.0
BOLÍVAR;2041;95-99;942.0;1451.0
BOLÍVAR;2041;100+;115.0;199.0
BOLÍVAR;2042;0-4;67085.0;64070.0
BOLÍVAR;2042;5-9;72925.0;69276.0
BOLÍVAR;2042;10-14;79762.0;75350.0
BOLÍVAR;2042;15-19;85793.0;81221.0
BOLÍVAR;2042;20-24;89543.0;85369.0
BOLÍVAR;2042;25-29;88513.0;85570.0
BOLÍVAR;2042;30-34;87559.0;84357.0
BOLÍVAR;2042;35-39;86527.0;84258.0
BOLÍVAR;2042;40-44;81746.0;82414.0
BOLÍVAR;2042;45-49;75738.0;77602.0
BOLÍVAR;2042;50-54;68611.0;70456.0
BOLÍVAR;2042;55-59;60546.0;64192.0
BOLÍVAR;2042;60-64;54195.0;58648.0
BOLÍVAR;2042;65-69;45174.0;49614.0
BOLÍVAR;2042;70-74;38991.0;44456.0
BOLÍVAR;2042;75-79;31510.0;37804.0
BOLÍVAR;2042;80-84;20351.0;25728.0
BOLÍVAR;2042;85-89;10256.0;13937.0
BOLÍVAR;2042;90-94;3963.0;5790.0
BOLÍVAR;2042;95-99;998.0;1543.0
BOLÍVAR;2042;100+;120.0;207.0
CESAR;2018;0-4;65977.0;62917.0
CESAR;2018;5-9;67756.0;64266.0
CESAR;2018;10-14;68542.0;64923.0
CESAR;2018;15-19;59562.0;58965.0
CESAR;2018;20-24;49560.0;51646.0
CESAR;2018;25-29;45370.0;47264.0
CESAR;2018;30-34;40281.0;42951.0
CESAR;2018;35-39;37158.0;40050.0
CESAR;2018;40-44;32384.0;34996.0
CESAR;2018;45-49;29015.0;31057.0
CESAR;2018;50-54;25374.0;27494.0
CESAR;2018;55-59;21155.0;22807.0
CESAR;2018;60-64;16126.0;17695.0
CESAR;2018;65-69;13051.0;14024.0
CESAR;2018;70-74;9442.0;9618.0
CESAR;2018;75-79;6634.0;6840.0
CESAR;2018;80-84;4031.0;4373.0
CESAR;2018;85-89;2101.0;2390.0
CESAR;2018;90-94;874.0;1073.0
CESAR;2018;95-99;255.0;373.0
CESAR;2018;100+;91.0;128.0
CESAR;2019;0-4;67388.0;64052.0
CESAR;2019;5-9;68853.0;65496.0
CESAR;2019;10-14;70504.0;66486.0
CESAR;2019;15-19;63290.0;62048.0
CESAR;2019;20-24;52874.0;55176.0
CESAR;2019;25-29;48374.0;50483.0
CESAR;2019;30-34;42570.0;45011.0
CESAR;2019;35-39;38899.0;41799.0
CESAR;2019;40-44;34154.0;36868.0
CESAR;2019;45-49;29935.0;32158.0
CESAR;2019;50-54;26305.0;28420.0
CESAR;2019;55-59;22087.0;23919.0
CESAR;2019;60-64;17035.0;18741.0
CESAR;2019;65-69;13454.0;14646.0
CESAR;2019;70-74;9976.0;10324.0
CESAR;2019;75-79;6744.0;6955.0
CESAR;2019;80-84;4186.0;4556.0
CESAR;2019;85-89;2140.0;2455.0
CESAR;2019;90-94;891.0;1107.0
CESAR;2019;95-99;273.0;379.0
CESAR;2019;100+;68.0;96.0
CESAR;2020;0-4;69292.0;65682.0
CESAR;2020;5-9;70425.0;67076.0
CESAR;2020;10-14;72179.0;68022.0
CESAR;2020;15-19;66956.0;65108.0
CESAR;2020;20-24;56846.0;59269.0
CESAR;2020;25-29;51682.0;53941.0
CESAR;2020;30-34;45360.0;47610.0
CESAR;2020;35-39;40812.0;43622.0
CESAR;2020;40-44;36166.0;39024.0
CESAR;2020;45-49;31044.0;33402.0
CESAR;2020;50-54;27300.0;29472.0
CESAR;2020;55-59;23004.0;25009.0
CESAR;2020;60-64;18016.0;19868.0
CESAR;2020;65-69;13901.0;15271.0
CESAR;2020;70-74;10546.0;11122.0
CESAR;2020;75-79;6906.0;7150.0
CESAR;2020;80-84;4336.0;4750.0
CESAR;2020;85-89;2185.0;2539.0
CESAR;2020;90-94;916.0;1148.0
CESAR;2020;95-99;284.0;374.0
CESAR;2020;100+;56.0;92.0
CESAR;2021;0-4;69824.0;66056.0
CESAR;2021;5-9;71251.0;67954.0
CESAR;2021;10-14;72893.0;68720.0
CESAR;2021;15-19;69418.0;67087.0
CESAR;2021;20-24;60185.0;62295.0
CESAR;2021;25-29;53864.0;56347.0
CESAR;2021;30-34;47551.0;49639.0
CESAR;2021;35-39;42208.0;45022.0
CESAR;2021;40-44;37756.0;40703.0
CESAR;2021;45-49;32011.0;34605.0
CESAR;2021;50-54;28126.0;30279.0
CESAR;2021;55-59;23712.0;25936.0
CESAR;2021;60-64;18923.0;20883.0
CESAR;2021;65-69;14314.0;15898.0
CESAR;2021;70-74;10993.0;11794.0
CESAR;2021;75-79;7050.0;7342.0
CESAR;2021;80-84;4433.0;4859.0
CESAR;2021;85-89;2165.0;2556.0
CESAR;2021;90-94;890.0;1138.0
CESAR;2021;95-99;266.0;378.0
CESAR;2021;100+;44.0;78.0
CESAR;2022;0-4;69693.0;65841.0
CESAR;2022;5-9;71831.0;68473.0
CESAR;2022;10-14;72998.0;68938.0
CESAR;2022;15-19;71440.0;68511.0
CESAR;2022;20-24;63015.0;64711.0
CESAR;2022;25-29;55534.0;58248.0
CESAR;2022;30-34;49480.0;51558.0
CESAR;2022;35-39;43408.0;46169.0
CESAR;2022;40-44;39038.0;42147.0
CESAR;2022;45-49;33038.0;35808.0
CESAR;2022;50-54;28802.0;31024.0
CESAR;2022;55-59;24343.0;26745.0
CESAR;2022;60-64;19748.0;21847.0
CESAR;2022;65-69;14799.0;16573.0
CESAR;2022;70-74;11363.0;12392.0
CESAR;2022;75-79;7223.0;7643.0
CESAR;2022;80-84;4461.0;4935.0
CESAR;2022;85-89;2170.0;2600.0
CESAR;2022;90-94;876.0;1131.0
CESAR;2022;95-99;262.0;359.0
CESAR;2022;100+;38.0;66.0
CESAR;2023;0-4;69311.0;65622.0
CESAR;2023;5-9;72464.0;68863.0
CESAR;2023;10-14;73125.0;69161.0
CESAR;2023;15-19;72936.0;69538.0
CESAR;2023;20-24;65755.0;66668.0
CESAR;2023;25-29;57181.0;60294.0
CESAR;2023;30-34;51453.0;53575.0
CESAR;2023;35-39;44642.0;47319.0
CESAR;2023;40-44;40272.0;43476.0
CESAR;2023;45-49;34170.0;37188.0
CESAR;2023;50-54;29467.0;31758.0
CESAR;2023;55-59;24987.0;27480.0
CESAR;2023;60-64;20555.0;22822.0
CESAR;2023;65-69;15410.0;17388.0
CESAR;2023;70-74;11676.0;12920.0
CESAR;2023;75-79;7524.0;8077.0
CESAR;2023;80-84;4485.0;4999.0
CESAR;2023;85-89;2211.0;2660.0
CESAR;2023;90-94;863.0;1136.0
CESAR;2023;95-99;254.0;371.0
CESAR;2023;100+;33.0;58.0
CESAR;2024;0-4;69378.0;65731.0
CESAR;2024;5-9;72501.0;68754.0
CESAR;2024;10-14;73256.0;69466.0
CESAR;2024;15-19;74015.0;70217.0
CESAR;2024;20-24;68220.0;68335.0
CESAR;2024;25-29;59125.0;62395.0
CESAR;2024;30-34;53306.0;55672.0
CESAR;2024;35-39;46055.0;48543.0
CESAR;2024;40-44;41411.0;44648.0
CESAR;2024;45-49;35503.0;38639.0
CESAR;2024;50-54;30087.0;32563.0
CESAR;2024;55-59;25676.0;28149.0
CESAR;2024;60-64;21330.0;23750.0
CESAR;2024;65-69;16168.0;18267.0
CESAR;2024;70-74;11987.0;13417.0
CESAR;2024;75-79;7922.0;8606.0
CESAR;2024;80-84;4542.0;5067.0
CESAR;2024;85-89;2285.0;2761.0
CESAR;2024;90-94;881.0;1143.0
CESAR;2024;95-99;254.0;368.0
CESAR;2024;100+;34.0;57.0
CESAR;2025;0-4;69194.0;65577.0
CESAR;2025;5-9;72490.0;68625.0
CESAR;2025;10-14;73469.0;69753.0
CESAR;2025;15-19;74571.0;70682.0
CESAR;2025;20-24;70402.0;69700.0
CESAR;2025;25-29;61282.0;64533.0
CESAR;2025;30-34;55006.0;57554.0
CESAR;2025;35-39;47600.0;49974.0
CESAR;2025;40-44;42442.0;45635.0
CESAR;2025;45-49;36877.0;40171.0
CESAR;2025;50-54;30760.0;33332.0
CESAR;2025;55-59;26366.0;28867.0
CESAR;2025;60-64;22025.0;24614.0
CESAR;2025;65-69;16967.0;19215.0
CESAR;2025;70-74;12295.0;13886.0
CESAR;2025;75-79;8314.0;9183.0
CESAR;2025;80-84;4628.0;5162.0
CESAR;2025;85-89;2360.0;2856.0
CESAR;2025;90-94;888.0;1181.0
CESAR;2025;95-99;258.0;372.0
CESAR;2025;100+;38.0;55.0
CESAR;2026;0-4;68839.0;65245.0
CESAR;2026;5-9;72079.0;68110.0
CESAR;2026;10-14;73610.0;69936.0
CESAR;2026;15-19;74652.0;70724.0
CESAR;2026;20-24;72025.0;70726.0
CESAR;2026;25-29;63626.0;66519.0
CESAR;2026;30-34;56385.0;59140.0
CESAR;2026;35-39;49157.0;51401.0
CESAR;2026;40-44;43386.0;46585.0
CESAR;2026;45-49;38164.0;41563.0
CESAR;2026;50-54;31487.0;34269.0
CESAR;2026;55-59;27023.0;29492.0
CESAR;2026;60-64;22618.0;25413.0
CESAR;2026;65-69;17785.0;20119.0
CESAR;2026;70-74;12675.0;14404.0
CESAR;2026;75-79;8687.0;9718.0
CESAR;2026;80-84;4757.0;5313.0
CESAR;2026;85-89;2440.0;2929.0
CESAR;2026;90-94;899.0;1204.0
CESAR;2026;95-99;257.0;379.0
CESAR;2026;100+;30.0;54.0
CESAR;2027;0-4;68413.0;64828.0
CESAR;2027;5-9;71473.0;67470.0
CESAR;2027;10-14;73830.0;70123.0
CESAR;2027;15-19;74423.0;70603.0
CESAR;2027;20-24;73583.0;71637.0
CESAR;2027;25-29;65967.0;68384.0
CESAR;2027;30-34;57627.0;60624.0
CESAR;2027;35-39;50799.0;52994.0
CESAR;2027;40-44;44387.0;47538.0
CESAR;2027;45-49;39295.0;42832.0
CESAR;2027;50-54;32408.0;35345.0
CESAR;2027;55-59;27621.0;30133.0
CESAR;2027;60-64;23220.0;26145.0
CESAR;2027;65-69;18583.0;21008.0
CESAR;2027;70-74;13144.0;15022.0
CESAR;2027;75-79;9015.0;10221.0
CESAR;2027;80-84;4927.0;5551.0
CESAR;2027;85-89;2494.0;2994.0
CESAR;2027;90-94;928.0;1233.0
CESAR;2027;95-99;264.0;383.0
CESAR;2027;100+;32.0;55.0
CESAR;2028;0-4;67861.0;64302.0
CESAR;2028;5-9;70676.0;66842.0
CESAR;2028;10-14;74114.0;70204.0
CESAR;2028;15-19;74298.0;70539.0
CESAR;2028;20-24;74700.0;72234.0
CESAR;2028;25-29;68224.0;69864.0
CESAR;2028;30-34;58912.0;62260.0
CESAR;2028;35-39;52512.0;54746.0
CESAR;2028;40-44;45422.0;48471.0
CESAR;2028;45-49;40391.0;44010.0
CESAR;2028;50-54;33413.0;36574.0
CESAR;2028;55-59;28199.0;30770.0
CESAR;2028;60-64;23813.0;26812.0
CESAR;2028;65-69;19347.0;21891.0
CESAR;2028;70-74;13703.0;15724.0
CESAR;2028;75-79;9292.0;10642.0
CESAR;2028;80-84;5158.0;5850.0
CESAR;2028;85-89;2527.0;3026.0
CESAR;2028;90-94;957.0;1267.0
CESAR;2028;95-99;272.0;387.0
CESAR;2028;100+;31.0;56.0
CESAR;2029;0-4;67227.0;63689.0
CESAR;2029;5-9;70331.0;66570.0
CESAR;2029;10-14;73877.0;69804.0
CESAR;2029;15-19;74173.0;70607.0
CESAR;2029;20-24;75453.0;72556.0
CESAR;2029;25-29;70287.0;71082.0
CESAR;2029;30-34;60451.0;63985.0
CESAR;2029;35-39;54100.0;56577.0
CESAR;2029;40-44;46651.0;49519.0
CESAR;2029;45-49;41371.0;45031.0
CESAR;2029;50-54;34612.0;37899.0
CESAR;2029;55-59;28717.0;31456.0
CESAR;2029;60-64;24420.0;27431.0
CESAR;2029;65-69;20037.0;22746.0
CESAR;2029;70-74;14357.0;16515.0
CESAR;2029;75-79;9524.0;11025.0
CESAR;2029;80-84;5428.0;6243.0
CESAR;2029;85-89;2558.0;3062.0
CESAR;2029;90-94;979.0;1311.0
CESAR;2029;95-99;265.0;391.0
CESAR;2029;100+;33.0;57.0
CESAR;2030;0-4;66525.0;63034.0
CESAR;2030;5-9;69829.0;66126.0
CESAR;2030;10-14;73616.0;69452.0
CESAR;2030;15-19;74170.0;70689.0
CESAR;2030;20-24;75784.0;72740.0
CESAR;2030;25-29;72152.0;72124.0
CESAR;2030;30-34;62275.0;65794.0
CESAR;2030;35-39;55593.0;58246.0
CESAR;2030;40-44;48018.0;50796.0
CESAR;2030;45-49;42276.0;45907.0
CESAR;2030;50-54;35864.0;39309.0
CESAR;2030;55-59;29302.0;32152.0
CESAR;2030;60-64;25040.0;28070.0
CESAR;2030;65-69;20657.0;23552.0
CESAR;2030;70-74;15056.0;17325.0
CESAR;2030;75-79;9778.0;11408.0
CESAR;2030;80-84;5701.0;6639.0
CESAR;2030;85-89;2607.0;3120.0
CESAR;2030;90-94;1026.0;1354.0
CESAR;2030;95-99;271.0;397.0
CESAR;2030;100+;36.0;60.0
CESAR;2031;0-4;65797.0;62343.0
CESAR;2031;5-9;69385.0;65718.0
CESAR;2031;10-14;73134.0;68877.0
CESAR;2031;15-19;74241.0;70816.0
CESAR;2031;20-24;75802.0;72738.0
CESAR;2031;25-29;73705.0;73070.0
CESAR;2031;30-34;64494.0;67666.0
CESAR;2031;35-39;56897.0;59782.0
CESAR;2031;40-44;49546.0;52185.0
CESAR;2031;45-49;43184.0;46835.0
CESAR;2031;50-54;37093.0;40617.0
CESAR;2031;55-59;29970.0;33031.0
CESAR;2031;60-64;25658.0;28666.0
CESAR;2031;65-69;21229.0;24310.0
CESAR;2031;70-74;15786.0;18141.0
CESAR;2031;75-79;10089.0;11841.0
CESAR;2031;80-84;5948.0;7037.0
CESAR;2031;85-89;2683.0;3226.0
CESAR;2031;90-94;1055.0;1399.0
CESAR;2031;95-99;263.0;410.0
CESAR;2031;100+;38.0;58.0
CESAR;2032;0-4;65039.0;61620.0
CESAR;2032;5-9;68911.0;65257.0
CESAR;2032;10-14;72489.0;68199.0
CESAR;2032;15-19;74438.0;70946.0
CESAR;2032;20-24;75569.0;72578.0
CESAR;2032;25-29;75212.0;73948.0
CESAR;2032;30-34;66728.0;69441.0
CESAR;2032;35-39;58111.0;61196.0
CESAR;2032;40-44;51146.0;53773.0
CESAR;2032;45-49;44151.0;47751.0
CESAR;2032;50-54;38160.0;41853.0
CESAR;2032;55-59;30847.0;34038.0
CESAR;2032;60-64;26195.0;29277.0
CESAR;2032;65-69;21774.0;24994.0
CESAR;2032;70-74;16474.0;18946.0
CESAR;2032;75-79;10468.0;12356.0
CESAR;2032;80-84;6184.0;7391.0
CESAR;2032;85-89;2785.0;3375.0
CESAR;2032;90-94;1083.0;1425.0
CESAR;2032;95-99;276.0;409.0
CESAR;2032;100+;35.0;57.0
CESAR;2033;0-4;64246.0;60864.0
CESAR;2033;5-9;68334.0;64711.0
CESAR;2033;10-14;71663.0;67551.0
CESAR;2033;15-19;74708.0;71004.0
CESAR;2033;20-24;75422.0;72511.0
CESAR;2033;25-29;76336.0;74540.0
CESAR;2033;30-34;68952.0;70890.0
CESAR;2033;35-39;59357.0;62818.0
CESAR;2033;40-44;52843.0;55511.0
CESAR;2033;45-49;45157.0;48689.0
CESAR;2033;50-54;39214.0;43001.0
CESAR;2033;55-59;31797.0;35230.0
CESAR;2033;60-64;26742.0;29891.0
CESAR;2033;65-69;22327.0;25613.0
CESAR;2033;70-74;17145.0;19750.0
CESAR;2033;75-79;10941.0;12939.0
CESAR;2033;80-84;6388.0;7708.0
CESAR;2033;85-89;2921.0;3572.0
CESAR;2033;90-94;1084.0;1432.0
CESAR;2033;95-99;292.0;428.0
CESAR;2033;100+;34.0;61.0
CESAR;2034;0-4;63437.0;60091.0
CESAR;2034;5-9;67677.0;64101.0
CESAR;2034;10-14;71307.0;67254.0
CESAR;2034;15-19;74458.0;70629.0
CESAR;2034;20-24;75331.0;72546.0
CESAR;2034;25-29;77101.0;74889.0
CESAR;2034;30-34;70959.0;72070.0
CESAR;2034;35-39;60833.0;64496.0
CESAR;2034;40-44;54435.0;57360.0
CESAR;2034;45-49;46357.0;49733.0
CESAR;2034;50-54;40160.0;43996.0
CESAR;2034;55-59;32917.0;36482.0
CESAR;2034;60-64;27226.0;30557.0
CESAR;2034;65-69;22902.0;26218.0
CESAR;2034;70-74;17781.0;20502.0
CESAR;2034;75-79;11455.0;13568.0
CESAR;2034;80-84;6551.0;7980.0
CESAR;2034;85-89;3081.0;3815.0
CESAR;2034;90-94;1113.0;1456.0
CESAR;2034;95-99;302.0;448.0
CESAR;2034;100+;35.0;66.0
CESAR;2035;0-4;62618.0;59294.0
CESAR;2035;5-9;66981.0;63438.0
CESAR;2035;10-14;70802.0;66821.0
CESAR;2035;15-19;74225.0;70266.0
CESAR;2035;20-24;75339.0;72641.0
CESAR;2035;25-29;77455.0;75080.0
CESAR;2035;30-34;72811.0;73110.0
CESAR;2035;35-39;62611.0;66272.0
CESAR;2035;40-44;55927.0;59040.0
CESAR;2035;45-49;47703.0;50993.0
CESAR;2035;50-54;41037.0;44852.0
CESAR;2035;55-59;34100.0;37838.0
CESAR;2035;60-64;27785.0;31226.0
CESAR;2035;65-69;23466.0;26824.0
CESAR;2035;70-74;18340.0;21226.0
CESAR;2035;75-79;12025.0;14263.0
CESAR;2035;80-84;6719.0;8258.0
CESAR;2035;85-89;3241.0;4055.0
CESAR;2035;90-94;1139.0;1498.0
CESAR;2035;95-99;309.0;462.0
CESAR;2035;100+;35.0;64.0
CESAR;2036;0-4;61761.0;58488.0
CESAR;2036;5-9;66253.0;62751.0
CESAR;2036;10-14;70352.0;66402.0
CESAR;2036;15-19;73741.0;69710.0
CESAR;2036;20-24;75438.0;72785.0
CESAR;2036;25-29;77532.0;75099.0
CESAR;2036;30-34;74360.0;74065.0
CESAR;2036;35-39;64795.0;68113.0
CESAR;2036;40-44;57225.0;60576.0
CESAR;2036;45-49;49197.0;52387.0
CESAR;2036;50-54;41896.0;45747.0
CESAR;2036;55-59;35262.0;39108.0
CESAR;2036;60-64;28420.0;32078.0
CESAR;2036;65-69;24029.0;27374.0
CESAR;2036;70-74;18842.0;21909.0
CESAR;2036;75-79;12621.0;14925.0
CESAR;2036;80-84;6954.0;8574.0
CESAR;2036;85-89;3383.0;4301.0
CESAR;2036;90-94;1172.0;1550.0
CESAR;2036;95-99;325.0;487.0
CESAR;2036;100+;40.0;68.0
CESAR;2037;0-4;60913.0;57691.0
CESAR;2037;5-9;65507.0;62027.0
CESAR;2037;10-14;69882.0;65955.0
CESAR;2037;15-19;73108.0;69042.0
CESAR;2037;20-24;75655.0;72954.0
CESAR;2037;25-29;77354.0;74982.0
CESAR;2037;30-34;75887.0;74965.0
CESAR;2037;35-39;67006.0;69872.0
CESAR;2037;40-44;58430.0;62017.0
CESAR;2037;45-49;50790.0;53979.0
